/home/diego/security_android/toyapps/out/WriteFile.apk 456 0 0 0 0 0 0 0 0 0 453146 43217 0 0
/home/diego/security_android/toyapps/out/WriteFile.apk 912 0 0 0 0 0 0 0 0 0 357095 38122 0 0
/home/diego/security_android/toyapps/out/WriteFile.apk 1368 0 0 0 0 0 0 0 0 0 358144 51750 0 0
/home/diego/security_android/toyapps/out/WriteFile.apk 1824 0 0 0 0 0 0 0 0 0 367265 60011 0 0
/home/diego/security_android/toyapps/out/WriteFile.apk 2280 0 0 0 0 0 0 0 0 0 497755 73195 0 0
/home/diego/security_android/toyapps/out/WriteFile.apk 2736 0 0 0 0 0 0 0 0 0 367184 105819 0 0
/home/diego/security_android/toyapps/out/WriteFile.apk 3192 0 0 0 0 0 0 0 0 0 343840 9862012 0 0
/home/diego/security_android/toyapps/out/WriteFile.apk 3648 0 0 0 0 0 0 0 0 0 450942 11757812 0 0
/home/diego/security_android/toyapps/out/WriteFile.apk 4104 0 0 0 0 0 0 0 0 0 544602 13555599 0 0
/home/diego/security_android/toyapps/out/WriteFile.apk 4560 0 0 0 0 0 0 0 0 0 408933 12456247 0 0
/home/diego/security_android/toyapps/out/WriteFile.apk 5016 0 0 0 0 0 0 0 0 0 338088 13678534 0 0
/home/diego/security_android/toyapps/out/WriteFile.apk 5472 0 0 0 0 0 0 0 0 0 440802 15037142 0 0
/home/diego/security_android/toyapps/out/WriteFile.apk 5928 0 0 0 0 0 0 0 0 0 336582 16602467 0 0
/home/diego/security_android/toyapps/out/WriteFile.apk 6384 0 0 0 0 0 0 0 0 0 383878 17312772 0 0
/home/diego/security_android/toyapps/out/WriteFile.apk 6840 0 0 0 0 0 0 0 0 0 432817 18712794 0 0
/home/diego/security_android/toyapps/out/WriteFile.apk 7296 0 0 0 0 0 0 0 0 0 354596 26325404 0 0
/home/diego/security_android/toyapps/out/WriteFile.apk 7752 0 0 0 0 0 0 0 0 0 473332 28447975 0 0
/home/diego/security_android/toyapps/out/WriteFile.apk 8208 0 0 0 0 0 0 0 0 0 393779 29772929 0 0
/home/diego/security_android/toyapps/out/WriteFile.apk 8664 0 0 0 0 0 0 0 0 0 414287 41106933 0 0
/home/diego/security_android/toyapps/out/WriteFile.apk 9120 0 0 0 0 0 0 0 0 0 437091 25707810 0 0
/home/diego/security_android/toyapps/out/WriteFile.apk 9576 0 0 0 0 0 0 0 0 0 345168 27062732 0 0
/home/diego/security_android/toyapps/out/WriteFile.apk 10032 0 0 0 0 0 0 0 0 0 441183 28739833 0 0
/home/diego/security_android/toyapps/out/WriteFile.apk 10488 0 0 0 0 0 0 0 0 0 414869 32156017 0 0
/home/diego/security_android/toyapps/out/WriteFile.apk 10944 0 0 0 0 0 0 0 0 0 451265 30604096 0 0
/home/diego/security_android/toyapps/out/WriteFile.apk 11400 0 0 0 0 0 0 0 0 0 345181 31911618 0 0
/home/diego/security_android/toyapps/out/WriteFile.apk 11856 0 0 0 0 0 0 0 0 0 355636 32637284 0 0
/home/diego/security_android/toyapps/out/WriteFile.apk 12312 0 0 0 0 0 0 0 0 0 366703 34795188 0 0
/home/diego/security_android/toyapps/out/WriteFile.apk 12768 0 0 0 0 0 0 0 0 0 449042 35120149 0 0
/home/diego/security_android/toyapps/out/WriteFile.apk 13224 0 0 0 0 0 0 0 0 0 345893 38646865 0 0
/home/diego/security_android/toyapps/out/WriteFile.apk 13680 0 0 0 0 0 0 0 0 0 390484 38647582 0 0
/home/diego/security_android/toyapps/out/WriteFile.apk 14136 0 0 0 0 0 0 0 0 0 401227 39007763 0 0
/home/diego/security_android/toyapps/out/WriteFile.apk 14592 0 0 0 0 0 0 0 0 0 351051 39787561 0 0
/home/diego/security_android/toyapps/out/WriteFile.apk 15048 0 0 0 0 0 0 0 0 0 425747 43513564 0 0
/home/diego/security_android/toyapps/out/WriteFile.apk 15504 0 0 0 0 0 0 0 0 0 340336 41930091 0 0
/home/diego/security_android/toyapps/out/WriteFile.apk 15960 0 0 0 0 0 0 0 0 0 517344 76494547 0 0
/home/diego/security_android/toyapps/out/WriteFile.apk 16416 0 0 0 0 0 0 0 0 0 3438980 647107821 0 0
/home/diego/security_android/toyapps/out/WriteFile.apk 16872 0 0 0 0 0 0 0 0 0 5261735 323425613 0 0
/home/diego/security_android/toyapps/out/WriteFile.apk 17328 0 0 0 0 0 0 0 0 0 3768652 382651468 0 0
/home/diego/security_android/toyapps/out/WriteFile.apk 17784 0 0 0 0 0 0 0 0 0 4018523 302599833 0 0
/home/diego/security_android/toyapps/out/WriteFile.apk 18240 0 0 0 0 0 0 0 0 0 4944710 976377026 0 0
/home/diego/security_android/toyapps/out/WriteFile.apk 18696 0 0 0 0 0 0 0 0 0 5520985 795100498 0 0
/home/diego/security_android/toyapps/out/WriteFile.apk 19152 0 0 0 0 0 0 0 0 0 16562576 678193840 0 0
/home/diego/security_android/toyapps/out/WriteFile.apk 19608 0 0 0 0 0 0 0 0 0 1382287 141953594 0 0
/home/diego/security_android/toyapps/out/WriteFile.apk 20064 0 0 0 0 0 0 0 0 0 344384 45485746 0 0
/home/diego/security_android/toyapps/out/WriteFile.apk 20520 0 0 0 0 0 0 0 0 0 2280998 237076583 0 0
/home/diego/security_android/toyapps/out/WriteFile.apk 20976 0 0 0 0 0 0 0 0 0 2015957 199351059 0 0
